Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.6780          -6.4557      -8.3578       1.9021   327.0
3.6790          -6.4575      -8.3633       1.9059   327.7
3.6800          -6.4507      -8.3693       1.9186   329.8
3.6810          -6.4519      -8.3755       1.9236   330.7
3.6820          -6.4691      -8.3814       1.9124   328.8
3.6830          -6.4676      -8.3873       1.9197   330.0
3.6840          -6.4414      -8.3935       1.9521   335.6
3.6850          -6.4276      -8.4002       1.9726   339.1
3.6860          -6.4216      -8.4073       1.9857   341.4
3.6870          -6.4155      -8.4146       1.9990   343.7
3.6880          -6.4149      -8.4220       2.0071   345.1
3.6890          -6.4206      -8.4294       2.0088   345.3
3.6900          -6.4258      -8.4373       2.0115   345.8
3.6910          -6.4343      -8.4457       2.0114   345.8
3.6920          -6.4441      -8.4546       2.0105   345.6
3.6930          -6.4486      -8.4632       2.0146   346.3
3.6940          -6.4458      -8.4718       2.0260   348.3
3.6950          -6.4462      -8.4802       2.0341   349.7
3.6960          -6.4636      -8.4887       2.0251   348.2
3.6970          -6.4699      -8.4970       2.0271   348.5
3.6980          -6.4760      -8.5053       2.0293   348.9
3.6990          -6.4890      -8.5136       2.0246   348.1
3.7000          -6.5000      -8.5222       2.0222   347.7
3.7010          -6.5122      -8.5312       2.0189   347.1
3.7020          -6.5211      -8.5400       2.0189   347.1
3.7030          -6.5212      -8.5490       2.0278   348.6
3.7040          -6.5276      -8.5578       2.0302   349.0
3.7050          -6.5287      -8.5662       2.0375   350.3
3.7060          -6.5136      -8.5745       2.0609   354.3
3.7070          -6.5041      -8.5825       2.0785   357.3
3.7080          -6.5069      -8.5902       2.0833   358.2
3.7090          -6.4866      -8.5980       2.1114   363.0
3.7100          -6.4787      -8.6058       2.1271   365.7
3.7110          -6.4726      -8.6135       2.1410   368.1
3.7120          -6.4837      -8.6211       2.1373   367.4
3.7130          -6.4966      -8.6285       2.1318   366.5
3.7140          -6.5018      -8.6356       2.1338   366.8
3.7150          -6.5091      -8.6424       2.1333   366.8
3.7160          -6.5283      -8.6489       2.1206   364.6
3.7170          -6.5290      -8.6554       2.1264   365.6
3.7180          -6.5314      -8.6616       2.1302   366.2
3.7190          -6.5232      -8.6674       2.1441   368.6
3.7200          -6.5320      -8.6727       2.1408   368.0
3.7210          -6.5436      -8.6775       2.1338   366.8
3.7220          -6.5456      -8.6815       2.1359   367.2
3.7230          -6.5820      -8.6848       2.1028   361.5
3.7240          -6.5790      -8.6875       2.1085   362.5
3.7250          -6.5700      -8.6896       2.1196   364.4
3.7260          -6.5761      -8.6913       2.1152   363.6
3.7270          -6.5694      -8.6926       2.1232   365.0
3.7280          -6.5760      -8.6935       2.1175   364.0
3.7290          -6.6039      -8.6938       2.0900   359.3
3.7300          -6.5993      -8.6936       2.0942   360.0
3.7310          -6.5931      -8.6928       2.0998   361.0
3.7320          -6.6007      -8.6916       2.0909   359.5
3.7330          -6.5819      -8.6898       2.1079   362.4
3.7340          -6.5929      -8.6875       2.0946   360.1
3.7350          -6.6177      -8.6845       2.0668   355.3
3.7360          -6.5950      -8.6811       2.0861   358.6
3.7370          -6.6154      -8.6777       2.0623   354.5
3.7380          -6.6209      -8.6740       2.0532   353.0
3.7390          -6.6229      -8.6699       2.0470   351.9
3.7400          -6.6028      -8.6656       2.0629   354.6
3.7410          -6.5926      -8.6611       2.0685   355.6
3.7420          -6.6082      -8.6562       2.0480   352.1
3.7430          -6.6128      -8.6510       2.0381   350.4
3.7440          -6.5944      -8.6457       2.0513   352.7
3.7450          -6.6062      -8.6402       2.0339   349.7
3.7460          -6.6065      -8.6343       2.0278   348.6
3.7470          -6.5932      -8.6282       2.0349   349.8
3.7480          -6.5714      -8.6218       2.0503   352.5
3.7490          -6.5927      -8.6149       2.0222   347.7
3.7500          -6.5501      -8.6076       2.0575   353.7
3.7510          -6.5343      -8.5996       2.0653   355.1
3.7520          -6.5498      -8.5913       2.0415   351.0
3.7530          -6.5282      -8.5827       2.0544   353.2
3.7540          -6.5161      -8.5736       2.0575   353.7
3.7550          -6.5199      -8.5642       2.0443   351.5
3.7560          -6.5025      -8.5541       2.0516   352.7
3.7570          -6.5104      -8.5435       2.0331   349.5
3.7580          -6.5210      -8.5325       2.0114   345.8
3.7590          -6.5496      -8.5213       1.9718   339.0
3.7600          -6.5404      -8.5105       1.9702   338.7
3.7610          -6.5493      -8.4997       1.9504   335.3
3.7620          -6.5563      -8.4886       1.9323   332.2
3.7630          -6.5569      -8.4776       1.9207   330.2
3.7640          -6.5661      -8.4666       1.9006   326.7
3.7650          -6.5527      -8.4558       1.9031   327.2
3.7660          -6.5390      -8.4451       1.9061   327.7
3.7670          -6.5214      -8.4346       1.9132   328.9
3.7680          -6.5435      -8.4244       1.8810   323.4
3.7690          -6.5418      -8.4151       1.8733   322.1
3.7700          -6.5495      -8.4062       1.8567   319.2
3.7710          -6.5251      -8.3976       1.8725   321.9
3.7720          -6.5272      -8.3895       1.8623   320.2
3.7730          -6.5151      -8.3818       1.8667   320.9
3.7740          -6.5244      -8.3748       1.8504   318.1
3.7750          -6.5015      -8.3687       1.8673   321.0
3.7760          -6.4865      -8.3637       1.8772   322.7
3.7770          -6.5119      -8.3596       1.8477   317.7
3.7780          -6.5197      -8.3567       1.8369   315.8
3.7790          -6.5273      -8.3549       1.8276   314.2
3.7800          -6.5340      -8.3538       1.8198   312.9
3.7810          -6.5444      -8.3538       1.8095   311.1
3.7820          -6.5188      -8.3550       1.8362   315.7
3.7830          -6.5272      -8.3572       1.8299   314.6
3.7840          -6.5390      -8.3602       1.8212   313.1
3.7850          -6.5427      -8.3640       1.8212   313.1
3.7860          -6.5443      -8.3683       1.8240   313.6
3.7870          -6.5532      -8.3736       1.8203   312.9
3.7880          -6.5691      -8.3797       1.8106   311.3
3.7890          -6.5996      -8.3862       1.7866   307.1
3.7900          -6.6020      -8.3932       1.7912   307.9
3.7910          -6.6014      -8.4007       1.7993   309.3
3.7920          -6.5849      -8.4087       1.8238   313.5
3.7930          -6.5866      -8.4172       1.8307   314.7
3.7940          -6.5733      -8.4264       1.8531   318.6
3.7950          -6.5650      -8.4363       1.8713   321.7
3.7960          -6.5644      -8.4470       1.8826   323.7
3.7970          -6.5636      -8.4581       1.8945   325.7
3.7980          -6.5678      -8.4694       1.9017   326.9
3.7990          -6.5618      -8.4811       1.9193   330.0
3.8000          -6.5887      -8.4932       1.9046   327.4
3.8010          -6.5765      -8.5051       1.9286   331.6
3.8020          -6.5743      -8.5170       1.9427   334.0
3.8030          -6.5678      -8.5291       1.9612   337.2
3.8040          -6.5818      -8.5411       1.9593   336.8
3.8050          -6.5764      -8.5533       1.9769   339.9
3.8060          -6.5795      -8.5656       1.9861   341.4
3.8070          -6.6174      -8.5778       1.9604   337.0
3.8080          -6.6091      -8.5897       1.9806   340.5
3.8090          -6.6391      -8.6020       1.9629   337.5
3.8100          -6.6241      -8.6144       1.9902   342.2
3.8110          -6.6296      -8.6270       1.9974   343.4
3.8120          -6.6307      -8.6398       2.0091   345.4
3.8130          -6.6431      -8.6522       2.0091   345.4
3.8140          -6.6389      -8.6646       2.0257   348.3
3.8150          -6.6447      -8.6765       2.0318   349.3
3.8160          -6.6422      -8.6879       2.0457   351.7
3.8170          -6.6204      -8.6992       2.0788   357.4
3.8180          -6.6067      -8.7103       2.1036   361.6
3.8190          -6.5850      -8.7213       2.1364   367.3
3.8200          -6.5844      -8.7324       2.1480   369.3
3.8210          -6.5818      -8.7430       2.1611   371.5
3.8220          -6.5883      -8.7533       2.1650   372.2
3.8230          -6.5714      -8.7632       2.1919   376.8
3.8240          -6.5729      -8.7728       2.1999   378.2
3.8250          -6.6129      -8.7821       2.1692   372.9
3.8260          -6.5906      -8.7911       2.2005   378.3
3.8270          -6.5796      -8.8004       2.2208   381.8
3.8280          -6.5854      -8.8095       2.2240   382.4
3.8290          -6.5818      -8.8182       2.2364   384.5
3.8300          -6.5917      -8.8265       2.2349   384.2
3.8310          -6.5799      -8.8343       2.2544   387.6
3.8320          -6.5570      -8.8416       2.2846   392.8
3.8330          -6.5439      -8.8485       2.3046   396.2
3.8340          -6.5550      -8.8550       2.3000   395.4
3.8350          -6.5533      -8.8610       2.3077   396.7
3.8360          -6.5232      -8.8667       2.3434   402.9
3.8370          -6.5427      -8.8719       2.3292   400.4
3.8380          -6.5186      -8.8769       2.3583   405.4
3.8390          -6.5149      -8.8816       2.3668   406.9
3.8400          -6.5128      -8.8861       2.3733   408.0
3.8410          -6.5126      -8.8901       2.3775   408.7
3.8420          -6.5263      -8.8935       2.3672   407.0
3.8430          -6.5055      -8.8964       2.3909   411.0
3.8440          -6.5194      -8.8987       2.3793   409.0
3.8450          -6.5438      -8.9005       2.3567   405.2
3.8460          -6.5347      -8.9016       2.3669   406.9
3.8470          -6.5655      -8.9022       2.3366   401.7
3.8480          -6.5551      -8.9022       2.3471   403.5
3.8490          -6.5509      -8.9017       2.3508   404.1
3.8500          -6.5637      -8.9004       2.3367   401.7
3.8510          -6.5610      -8.8987       2.3377   401.9
3.8520          -6.5672      -8.8965       2.3293   400.4
3.8530          -6.5913      -8.8937       2.3024   395.8
3.8540          -6.6088      -8.8905       2.2818   392.3
3.8550          -6.5975      -8.8870       2.2895   393.6
3.8560          -6.6007      -8.8831       2.2824   392.4
3.8570          -6.5780      -8.8783       2.3003   395.5
3.8580          -6.5602      -8.8727       2.3126   397.6
3.8590          -6.5486      -8.8666       2.3179   398.5
3.8600          -6.5240      -8.8595       2.3355   401.5
3.8610          -6.5219      -8.8520       2.3302   400.6
3.8620          -6.5464      -8.8439       2.2975   395.0
3.8630          -6.5636      -8.8351       2.2715   390.5
3.8640          -6.5345      -8.8257       2.2912   393.9
3.8650          -6.5296      -8.8158       2.2862   393.0
3.8660          -6.5157      -8.8055       2.2898   393.7
3.8670          -6.5103      -8.7950       2.2848   392.8
3.8680          -6.5093      -8.7846       2.2753   391.2
3.8690          -6.5049      -8.7740       2.2691   390.1
3.8700          -6.5066      -8.7629       2.2564   387.9
3.8710          -6.4595      -8.7511       2.2917   394.0
3.8720          -6.4812      -8.7390       2.2577   388.1
3.8730          -6.4765      -8.7270       2.2504   386.9
3.8740          -6.4659      -8.7149       2.2490   386.6
3.8750          -6.4633      -8.7027       2.2394   385.0
3.8760          -6.4660      -8.6901       2.2241   382.4
3.8770          -6.4776      -8.6774       2.1998   378.2
3.8780          -6.4845      -8.6647       2.1803   374.8
3.8790          -6.4794      -8.6527       2.1733   373.6
3.8800          -6.4732      -8.6407       2.1675   372.6
3.8810          -6.4750      -8.6283       2.1533   370.2
3.8820          -6.4845      -8.6160       2.1316   366.5
3.8830          -6.4824      -8.6039       2.1215   364.7
3.8840          -6.4854      -8.5920       2.1066   362.2
3.8850          -6.4766      -8.5797       2.1031   361.6
3.8860          -6.4844      -8.5675       2.0831   358.1
3.8870          -6.4877      -8.5554       2.0676   355.5
3.8880          -6.5049      -8.5435       2.0386   350.5
3.8890          -6.4814      -8.5322       2.0508   352.6
3.8900          -6.4699      -8.5214       2.0515   352.7
3.8910          -6.4514      -8.5108       2.0594   354.1
3.8920          -6.4550      -8.5004       2.0455   351.7
3.8930          -6.4623      -8.4909       2.0286   348.8
3.8940          -6.4572      -8.4817       2.0246   348.1
3.8950          -6.4508      -8.4728       2.0220   347.6
3.8960          -6.4184      -8.4649       2.0465   351.8
3.8970          -6.4411      -8.4580       2.0169   346.7
3.8980          -6.4675      -8.4520       1.9845   341.2
3.8990          -6.4867      -8.4468       1.9601   337.0
3.9000          -6.4839      -8.4419       1.9580   336.6
3.9010          -6.4901      -8.4378       1.9477   334.8
3.9020          -6.4720      -8.4351       1.9631   337.5
3.9030          -6.4882      -8.4334       1.9452   334.4
3.9040          -6.4734      -8.4332       1.9598   336.9
3.9050          -6.4881      -8.4341       1.9461   334.6
3.9060          -6.5008      -8.4360       1.9351   332.7
3.9070          -6.5110      -8.4393       1.9283   331.5
3.9080          -6.5128      -8.4438       1.9311   332.0
3.9090          -6.5262      -8.4496       1.9233   330.7
3.9100          -6.5344      -8.4563       1.9219   330.4
3.9110          -6.5225      -8.4643       1.9418   333.8
3.9120          -6.5269      -8.4744       1.9475   334.8
3.9130          -6.5228      -8.4858       1.9631   337.5
3.9140          -6.5175      -8.4980       1.9805   340.5
3.9150          -6.5159      -8.5112       1.9953   343.0
3.9160          -6.5340      -8.5251       1.9911   342.3
3.9170          -6.5476      -8.5395       1.9918   342.4
3.9180          -6.5654      -8.5546       1.9892   342.0
3.9190          -6.5589      -8.5704       2.0115   345.8
3.9200          -6.5602      -8.5865       2.0264   348.4
3.9210          -6.5785      -8.6031       2.0247   348.1
3.9220          -6.5778      -8.6205       2.0426   351.2
3.9230          -6.5839      -8.6379       2.0540   353.1
3.9240          -6.5814      -8.6554       2.0740   356.6
3.9250          -6.5847      -8.6728       2.0881   359.0
3.9260          -6.5542      -8.6902       2.1360   367.2
3.9270          -6.5668      -8.7075       2.1407   368.0
3.9280          -6.5837      -8.7246       2.1410   368.1
3.9290          -6.5759      -8.7415       2.1656   372.3
3.9300          -6.5663      -8.7583       2.1920   376.8
3.9310          -6.5562      -8.7750       2.2188   381.4
3.9320          -6.5600      -8.7912       2.2313   383.6
3.9330          -6.5559      -8.8069       2.2510   387.0
3.9340          -6.5695      -8.8220       2.2525   387.2
3.9350          -6.5904      -8.8364       2.2460   386.1
3.9360          -6.5790      -8.8499       2.2709   390.4
3.9370          -6.5950      -8.8628       2.2678   389.9
3.9380          -6.6115      -8.8748       2.2633   389.1
3.9390          -6.6303      -8.8859       2.2556   387.8
3.9400          -6.6410      -8.8963       2.2553   387.7
3.9410          -6.6439      -8.9058       2.2618   388.8
3.9420          -6.6337      -8.9146       2.2809   392.1
3.9430          -6.6362      -8.9228       2.2866   393.1
3.9440          -6.6630      -8.9303       2.2673   389.8
3.9450          -6.6619      -8.9371       2.2751   391.1
3.9460          -6.6414      -8.9432       2.3018   395.7
3.9470          -6.6467      -8.9488       2.3021   395.8
3.9480          -6.6271      -8.9537       2.3266   400.0
3.9490          -6.6333      -8.9577       2.3243   399.6
3.9500          -6.6479      -8.9613       2.3134   397.7
3.9510          -6.6335      -8.9644       2.3309   400.7
3.9520          -6.6399      -8.9669       2.3270   400.1
3.9530          -6.6376      -8.9687       2.3311   400.8
3.9540          -6.6401      -8.9698       2.3297   400.5
3.9550          -6.6633      -8.9701       2.3069   396.6
3.9560          -6.6706      -8.9698       2.2992   395.3
3.9570          -6.6789      -8.9690       2.2901   393.7
3.9580          -6.6650      -8.9678       2.3028   395.9
3.9590          -6.6752      -8.9658       2.2907   393.8
3.9600          -6.6774      -8.9634       2.2860   393.0
3.9610          -6.6954      -8.9605       2.2652   389.4
3.9620          -6.7103      -8.9573       2.2470   386.3
3.9630          -6.7061      -8.9535       2.2474   386.4
3.9640          -6.7084      -8.9493       2.2409   385.2
3.9650          -6.7057      -8.9448       2.2391   384.9
3.9660          -6.7195      -8.9400       2.2205   381.8
3.9670          -6.7185      -8.9348       2.2163   381.0
3.9680          -6.7203      -8.9293       2.2090   379.8
3.9690          -6.7356      -8.9237       2.1881   376.2
3.9700          -6.7221      -8.9179       2.1958   377.5
3.9710          -6.7544      -8.9119       2.1575   370.9
3.9720          -6.7429      -8.9056       2.1627   371.8
3.9730          -6.7499      -8.8991       2.1492   369.5
3.9740          -6.7715      -8.8924       2.1209   364.6
3.9750          -6.7685      -8.8854       2.1169   363.9
3.9760          -6.7532      -8.8782       2.1250   365.3
3.9770          -6.7208      -8.8709       2.1501   369.6
3.9780          -6.6953      -8.8635       2.1682   372.8
3.9790          -6.7013      -8.8559       2.1545   370.4
3.9800          -6.7040      -8.8482       2.1442   368.6
3.9810          -6.6870      -8.8406       2.1537   370.3
3.9820          -6.6937      -8.8332       2.1395   367.8
3.9830          -6.7018      -8.8259       2.1242   365.2
3.9840          -6.6815      -8.8186       2.1372   367.4
3.9850          -6.6959      -8.8117       2.1158   363.7
3.9860          -6.6846      -8.8054       2.1209   364.6
3.9870          -6.6924      -8.7994       2.1070   362.2
3.9880          -6.6912      -8.7933       2.1021   361.4
3.9890          -6.6886      -8.7876       2.0990   360.9
3.9900          -6.6980      -8.7820       2.0840   358.3
3.9910          -6.6841      -8.7766       2.0925   359.7
3.9920          -6.7152      -8.7712       2.0561   353.5
3.9930          -6.7258      -8.7663       2.0405   350.8
3.9940          -6.7146      -8.7614       2.0468   351.9
3.9950          -6.7278      -8.7563       2.0285   348.7
3.9960          -6.7298      -8.7513       2.0216   347.5
3.9970          -6.7131      -8.7464       2.0333   349.6
3.9980          -6.7163      -8.7417       2.0254   348.2
3.9990          -6.7162      -8.7373       2.0211   347.5
4.0000          -6.7017      -8.7331       2.0314   349.2
4.0010          -6.6971      -8.7288       2.0318   349.3
4.0020          -6.6785      -8.7247       2.0461   351.8
4.0030          -6.6763      -8.7206       2.0443   351.5
4.0040          -6.6791      -8.7167       2.0376   350.3
4.0050          -6.6752      -8.7131       2.0379   350.4
4.0060          -6.6762      -8.7096       2.0334   349.6
4.0070          -6.6550      -8.7066       2.0516   352.7
4.0080          -6.6474      -8.7037       2.0563   353.5
4.0090          -6.6241      -8.7003       2.0761   356.9
4.0100          -6.6216      -8.6967       2.0752   356.8
4.0110          -6.6340      -8.6932       2.0591   354.0
4.0120          -6.6517      -8.6896       2.0379   350.4
4.0130          -6.6632      -8.6861       2.0228   347.8
4.0140          -6.6625      -8.6822       2.0197   347.2
4.0150          -6.6803      -8.6785       1.9983   343.5
4.0160          -6.6684      -8.6749       2.0066   345.0
4.0170          -6.6594      -8.6712       2.0118   345.9
4.0180          -6.6508      -8.6675       2.0167   346.7
4.0190          -6.6505      -8.6639       2.0134   346.1
4.0200          -6.6487      -8.6604       2.0118   345.9
4.0210          -6.6200      -8.6567       2.0366   350.1
4.0220          -6.5921      -8.6525       2.0603   354.2
4.0230          -6.5888      -8.6482       2.0594   354.1
4.0240          -6.5873      -8.6438       2.0565   353.5
4.0250          -6.5842      -8.6391       2.0549   353.3
4.0260          -6.5871      -8.6342       2.0471   351.9
4.0270          -6.6005      -8.6291       2.0287   348.8
4.0280          -6.5950      -8.6237       2.0287   348.8
4.0290          -6.6034      -8.6179       2.0145   346.3
4.0300          -6.5943      -8.6117       2.0173   346.8
4.0310          -6.6020      -8.6053       2.0032   344.4
4.0320          -6.6086      -8.5987       1.9901   342.1
4.0330          -6.6246      -8.5919       1.9673   338.2
4.0340          -6.6008      -8.5849       1.9842   341.1
4.0350          -6.6183      -8.5781       1.9598   336.9
4.0360          -6.6004      -8.5715       1.9711   338.9
4.0370          -6.6222      -8.5652       1.9430   334.0
4.0380          -6.6286      -8.5593       1.9307   331.9
4.0390          -6.6252      -8.5534       1.9282   331.5
4.0400          -6.6489      -8.5476       1.8987   326.4
4.0410          -6.6376      -8.5420       1.9044   327.4
4.0420          -6.6371      -8.5369       1.8998   326.6
4.0430          -6.6611      -8.5324       1.8713   321.7
4.0440          -6.6815      -8.5286       1.8471   317.6
4.0450          -6.6810      -8.5253       1.8443   317.1
4.0460          -6.6992      -8.5226       1.8234   313.5
4.0470          -6.6959      -8.5206       1.8247   313.7
4.0480          -6.7039      -8.5189       1.8150   312.0
4.0490          -6.6849      -8.5178       1.8328   315.1
4.0500          -6.6782      -8.5173       1.8392   316.2
4.0510          -6.6910      -8.5172       1.8262   314.0
4.0520          -6.7034      -8.5175       1.8141   311.9
4.0530          -6.6827      -8.5185       1.8358   315.6
4.0540          -6.6885      -8.5203       1.8318   314.9
4.0550          -6.6886      -8.5231       1.8345   315.4
4.0560          -6.6891      -8.5268       1.8377   315.9
4.0570          -6.6965      -8.5313       1.8348   315.4
4.0580          -6.7231      -8.5365       1.8134   311.8
4.0590          -6.7157      -8.5419       1.8262   314.0
4.0600          -6.7110      -8.5476       1.8367   315.8
4.0610          -6.6804      -8.5534       1.8729   322.0
4.0620          -6.6723      -8.5591       1.8868   324.4
4.0630          -6.6559      -8.5652       1.9093   328.2
4.0640          -6.6622      -8.5717       1.9095   328.3
4.0650          -6.6694      -8.5779       1.9085   328.1
4.0660          -6.6933      -8.5839       1.8906   325.0
4.0670          -6.6760      -8.5893       1.9133   328.9
4.0680          -6.6634      -8.5942       1.9307   331.9
4.0690          -6.6580      -8.5986       1.9405   333.6
4.0700          -6.6742      -8.6026       1.9284   331.5
4.0710          -6.6826      -8.6061       1.9235   330.7
4.0720          -6.6931      -8.6090       1.9158   329.4
4.0730          -6.6847      -8.6114       1.9266   331.2
4.0740          -6.7174      -8.6137       1.8963   326.0
4.0750          -6.7129      -8.6158       1.9029   327.1
4.0760          -6.7460      -8.6175       1.8715   321.7
4.0770          -6.7446      -8.6189       1.8742   322.2
4.0780          -6.7471      -8.6199       1.8728   322.0
4.0790          -6.7541      -8.6206       1.8666   320.9
4.0800          -6.7594      -8.6217       1.8622   320.2
4.0810          -6.7523      -8.6231       1.8707   321.6
4.0820          -6.7687      -8.6246       1.8558   319.1
4.0830          -6.7832      -8.6266       1.8433   316.9
4.0840          -6.7947      -8.6287       1.8340   315.3
4.0850          -6.7721      -8.6314       1.8593   319.6
4.0860          -6.7593      -8.6344       1.8752   322.4
4.0870          -6.7520      -8.6376       1.8856   324.2
4.0880          -6.7559      -8.6410       1.8852   324.1
4.0890          -6.7657      -8.6448       1.8791   323.1
4.0900          -6.7680      -8.6488       1.8808   323.4
4.0910          -6.7641      -8.6533       1.8892   324.8
4.0920          -6.7725      -8.6579       1.8854   324.1
4.0930          -6.7724      -8.6627       1.8903   325.0
4.0940          -6.7802      -8.6677       1.8875   324.5
4.0950          -6.7836      -8.6730       1.8894   324.8
4.0960          -6.7942      -8.6786       1.8844   324.0
4.0970          -6.7527      -8.6843       1.9316   332.1
4.0980          -6.7436      -8.6897       1.9461   334.6
4.0990          -6.7641      -8.6952       1.9311   332.0
4.1000          -6.7707      -8.7006       1.9299   331.8
4.1010          -6.7842      -8.7059       1.9217   330.4
4.1020          -6.7823      -8.7110       1.9287   331.6
4.1030          -6.7822      -8.7159       1.9338   332.5
4.1040          -6.7880      -8.7202       1.9322   332.2
4.1050          -6.7818      -8.7239       1.9421   333.9
4.1060          -6.7677      -8.7271       1.9594   336.9
4.1070          -6.7508      -8.7300       1.9792   340.3
4.1080          -6.7596      -8.7325       1.9729   339.2
4.1090          -6.7626      -8.7347       1.9720   339.0
4.1100          -6.7321      -8.7365       2.0044   344.6
4.1110          -6.6959      -8.7381       2.0422   351.1
4.1120          -6.7223      -8.7395       2.0172   346.8
4.1130          -6.7215      -8.7402       2.0187   347.1
4.1140          -6.7321      -8.7406       2.0085   345.3
4.1150          -6.7661      -8.7401       1.9740   339.4
4.1160          -6.7700      -8.7393       1.9693   338.6
4.1170          -6.7687      -8.7386       1.9699   338.7
4.1180          -6.7516      -8.7378       1.9862   341.5
4.1190          -6.7495      -8.7370       1.9876   341.7
4.1200          -6.7509      -8.7360       1.9851   341.3
4.1210          -6.7674      -8.7344       1.9670   338.2
4.1220          -6.7740      -8.7325       1.9585   336.7
4.1230          -6.7670      -8.7301       1.9631   337.5
4.1240          -6.7686      -8.7274       1.9588   336.8
4.1250          -6.7792      -8.7247       1.9456   334.5
4.1260          -6.7526      -8.7220       1.9694   338.6
4.1270          -6.7412      -8.7188       1.9776   340.0
4.1280          -6.7341      -8.7154       1.9812   340.6
4.1290          -6.7395      -8.7116       1.9721   339.0
4.1300          -6.7431      -8.7077       1.9646   337.8
4.1310          -6.7591      -8.7036       1.9445   334.3
4.1320          -6.7650      -8.6993       1.9343   332.5
4.1330          -6.7571      -8.6948       1.9376   333.1
4.1340          -6.7677      -8.6900       1.9223   330.5
4.1350          -6.7688      -8.6855       1.9167   329.5
4.1360          -6.7873      -8.6811       1.8937   325.6
4.1370          -6.7926      -8.6764       1.8838   323.9
4.1380          -6.8001      -8.6720       1.8719   321.8
4.1390          -6.8263      -8.6678       1.8415   316.6
4.1400          -6.8185      -8.6640       1.8456   317.3
4.1410          -6.8371      -8.6606       1.8235   313.5
4.1420          -6.8277      -8.6580       1.8303   314.7
4.1430          -6.8270      -8.6555       1.8285   314.4
4.1440          -6.8218      -8.6538       1.8320   315.0
4.1450          -6.7995      -8.6530       1.8535   318.7
4.1460          -6.7858      -8.6529       1.8671   321.0
4.1470          -6.8013      -8.6534       1.8521   318.4
4.1480          -6.8127      -8.6547       1.8420   316.7
4.1490          -6.8048      -8.6567       1.8519   318.4
4.1500          -6.8167      -8.6595       1.8428   316.8
4.1510          -6.8305      -8.6631       1.8326   315.1
4.1520          -6.8357      -8.6673       1.8316   314.9
4.1530          -6.8568      -8.6722       1.8154   312.1
4.1540          -6.8390      -8.6779       1.8389   316.1
4.1550          -6.8181      -8.6840       1.8659   320.8
4.1560          -6.7958      -8.6908       1.8949   325.8
4.1570          -6.7995      -8.6980       1.8985   326.4
4.1580          -6.8100      -8.7065       1.8964   326.0
4.1590          -6.8201      -8.7156       1.8956   325.9
4.1600          -6.8222      -8.7252       1.9030   327.2
4.1610          -6.8160      -8.7353       1.9193   330.0
4.1620          -6.8017      -8.7459       1.9442   334.2
4.1630          -6.7926      -8.7571       1.9644   337.7
4.1640          -6.7822      -8.7685       1.9863   341.5
4.1650          -6.7992      -8.7804       1.9812   340.6
4.1660          -6.7835      -8.7926       2.0091   345.4
4.1670          -6.7786      -8.8052       2.0266   348.4
4.1680          -6.7795      -8.8178       2.0383   350.4
4.1690          -6.7958      -8.8306       2.0348   349.8
4.1700          -6.7905      -8.8430       2.0525   352.9
4.1710          -6.8042      -8.8554       2.0512   352.6
4.1720          -6.7901      -8.8677       2.0776   357.2
4.1730          -6.7842      -8.8801       2.0958   360.3
4.1740          -6.7744      -8.8921       2.1176   364.1
4.1750          -6.7715      -8.9036       2.1320   366.5
4.1760          -6.7950      -8.9148       2.1198   364.4
4.1770          -6.7671      -8.9255       2.1585   371.1
4.1780          -6.7745      -8.9358       2.1613   371.6
4.1790          -6.7542      -8.9455       2.1913   376.7
4.1800          -6.7462      -8.9548       2.2086   379.7
4.1810          -6.7446      -8.9638       2.2192   381.5
4.1820          -6.7451      -8.9723       2.2272   382.9
4.1830          -6.7826      -8.9805       2.1980   377.9
4.1840          -6.7902      -8.9882       2.1980   377.9
4.1850          -6.8004      -8.9951       2.1947   377.3
4.1860          -6.7991      -9.0014       2.2024   378.6
4.1870          -6.8089      -9.0073       2.1984   378.0
4.1880          -6.8059      -9.0129       2.2069   379.4
4.1890          -6.8413      -9.0179       2.1765   374.2
4.1900          -6.8369      -9.0227       2.1858   375.8
4.1910          -6.8320      -9.0271       2.1952   377.4
4.1920          -6.8191      -9.0311       2.2121   380.3
4.1930          -6.8319      -9.0347       2.2028   378.7
4.1940          -6.8442      -9.0378       2.1936   377.1
4.1950          -6.8386      -9.0408       2.2022   378.6
4.1960          -6.8399      -9.0432       2.2033   378.8
4.1970          -6.8679      -9.0454       2.1775   374.4
4.1980          -6.8778      -9.0470       2.1693   372.9
4.1990          -6.8618      -9.0484       2.1866   375.9
4.2000          -6.8833      -9.0496       2.1664   372.4
4.2010          -6.8858      -9.0506       2.1648   372.2
4.2020          -6.8915      -9.0515       2.1600   371.3
4.2030          -6.9004      -9.0520       2.1516   369.9
4.2040          -6.9144      -9.0522       2.1378   367.5
4.2050          -6.8925      -9.0519       2.1595   371.3
4.2060          -6.9055      -9.0513       2.1458   368.9
4.2070          -6.8929      -9.0503       2.1574   370.9
4.2080          -6.8788      -9.0494       2.1706   373.2
4.2090          -6.8669      -9.0485       2.1816   375.1
4.2100          -6.8913      -9.0473       2.1560   370.7
4.2110          -6.8844      -9.0457       2.1614   371.6
4.2120          -6.8781      -9.0440       2.1659   372.4
4.2130          -6.8848      -9.0423       2.1575   370.9
4.2140          -6.8557      -9.0404       2.1847   375.6
